headline,guardian_keywords,esg_category
Genetic editing is like playing God – and what’s wrong with that? | Johnjoe McFadden ,['ethics'],governance
Charlie Gard: key questions answered ,['ethics'],governance
Ed Miliband vows to curb corporate tax avoidance,"['tax avoidance', 'corporate governance']",governance
Google offices raided in Paris as prosecutors announce fraud probe,['corporate governance'],governance
The long view on the moral crisis in capitalism,"['executive pay and bonuses', 'corporate governance']",governance
From Seattle to Luxembourg: how tax schemes shaped Amazon ,"['tax avoidance', 'corporate governance']",governance
The Guardian view on top pay: filthy riches | Editorial ,['executive pay and bonuses'],governance
The EU could save Britain from big tech – so let’s not force-quit | Vince Cable ,['tax avoidance'],governance
Will no one bridge the chasm between Scotland’s rich and poor? | Kevin McKenna  ,['executive pay and bonuses'],governance
Irish government split over immediate appeal against Apple tax bill,"['tax avoidance', 'corporate governance']",governance
ENRC investigated for bribery in Africa and Kazakhstan,['corporate governance'],governance
MPs knew of HSBC Swiss tax evasion claims in 2011 ,"['tax avoidance', 'corporate governance']",governance
Economic malpractice: time for a moral crusade against tax scams,"['tax avoidance', 'corporate governance']",governance
Pension funds must be more vocal if they are to be good stewards of our cash,['corporate governance'],governance
Jersey is bluffing: independence would ruin its tax haven status,"['tax avoidance', 'corporate governance']",governance
Tax avoidance: how to change corporate behaviour,"['corporate governance', 'tax avoidance']",governance
Pay rises for bosses - and shareholder dissent - back on the agenda ,['executive pay and bonuses'],governance
JP Morgan Chase sues Enron for $2.1bn,['corporate governance'],governance
Judges charge second former EADS boss with insider dealing,['corporate governance'],governance
Rolls-Royce ready to give activist investor a board seat,['corporate governance'],governance
WPP chairman defends handling of Sir Martin Sorrell’s departure,['corporate governance'],governance
£1.8bn-plus in Covid rates relief to be handed back as B&amp;M joins list,['corporate governance'],governance
"As Lord Green should know, the clergy’s role is to help the poor not the rich | Letters ","['tax avoidance', 'corporate governance']",governance
UK dividend cuts and deferrals top £30bn since Covid-19 crisis,['corporate governance'],governance
"WPP boss Sir Martin Sorrell paid £43m, making him Britain’s best-paid CEO ",['executive pay and bonuses'],governance
Sports Direct's £78m move into US retail stuns analysts ,['corporate governance'],governance
Q&amp;A: NatWest Three,['corporate governance'],governance
Locked doors and virtual votes at virus-hit AGMs ,['corporate governance'],governance
'Google tax' to crack down on avoidance by internet firms in UK,['corporate governance'],governance
Ex-HealthSouth chief accused of fraud,['corporate governance'],governance
Grand Theft Auto maker has paid no UK corporation tax in 10 years – report ,['corporate governance'],governance
Co-op reforms: the group is right to keep elected members on its board,['corporate governance'],governance
Edward Troup: from tax haven adviser to leading HMRC's Panama inquiry,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Sports Direct and shareholders tussle over independent reviewer of the business ,['corporate governance'],governance
Messier: Vivendi is 'not an Enron',['corporate governance'],governance
Apple boss expects to repatriate billions to the US next year,"['corporate governance', 'tax avoidance']",governance
Merrill defends Enron deals,['corporate governance'],governance
"Corruption kills, yet the UK is turning a blind eye to dictators' stolen assets",['corporate governance'],governance
Carney: Bank of England deputy should not have quit for 'honest mistake',['corporate governance'],governance
Enron executive to plead guilty,['corporate governance'],governance
First big name pays for Enron liaison,['corporate governance'],governance
Curious silence of Philip Green’s celebrity friends | Catherine Bennett ,['executive pay and bonuses'],governance
"What is Mossack Fonseca, how big is it, and who uses offshore firms? What you need to know about the Panama Papers ",['tax havens'],governance
Our view on UK’s tax havens: British laws or your own  ,['tax havens'],governance
"The Guardian view on tax and Ireland: Apple, pay your way","['tax avoidance', 'corporate governance']",governance
Funeral of brain-damaged baby Isaiah Haastrup to take place ,['ethics'],governance
Tax system doesn’t help cut inequality,"['tax avoidance', 'corporate governance', 'tax havens']",governance
10 things you need to know about MP's report on circular economy,['corporate governance'],governance
Does power lead to corruption?,"['ethics', 'corporate governance']",governance
Barclays cuts bonuses for investment bankers as profits slide ,['executive pay and bonuses'],governance
Unilever picks London as its home over Rotterdam,['corporate governance'],governance
"Multinational corporations remain hard-wired monoglots, is 2015 the year of the polyglot?","['corporate governance', 'ethics']",governance
Tory candidate for Solihull under fire over book on tax avoidance,"['corporate governance', 'tax avoidance']",governance
The UK is one of the most corrupt nations on Earth | George Monbiot ,"['tax avoidance', 'corporate governance']",governance
"MPs attack Amazon, Google and Starbucks over tax avoidance","['tax avoidance', 'corporate governance']",governance
UK accused of lack of transparency over rise in aid funding to private sector ,['tax havens'],governance
Parmalat founder and two ex-directors investigated,['corporate governance'],governance
Mitchells &amp; Butlers chief had closer links with bidder Joe Lewis,['corporate governance'],governance
Parents appeal against high court ruling to end baby’s life support ,['ethics'],governance
"Britain’s tax code is an incredible 17,000 pages long, surely a dog-whistle to the very rich","['tax avoidance', 'corporate governance']",governance
Southern rail owner reports £99m profits ,['executive pay and bonuses'],governance
Lord Ashcroft praises Malta as base for UK business during Brexit ,['tax havens'],governance
The sun may never set on British misconceptions about our empire | Ian Jack ,['ethics'],governance
Amazon faces whistleblower's claims over UK business tax practices,['corporate governance'],governance
Those talking about a fast end to social distancing should consider the cost paid in human lives | Matt Beard ,['ethics'],governance
Innocent loses fight over VAT charged on smoothies – but not raw fruit,"['tax avoidance', 'corporate governance']",governance
New maths: minus plus minus equals billions,['corporate governance'],governance
SFO report looks at low conviction rate,['corporate governance'],governance
Sports Direct to put workers' representative on board after scandals ,['corporate governance'],governance
"Britain's boardrooms need more women, Cameron says",['corporate governance'],governance
Pierre Moscovici warns UK against setting itself up as offshore tax haven ,['tax havens'],governance
Philip Green is the Scrooge who haunts millions of garment workers | Meg Lewis ,['corporate governance'],governance
Dominic Chappell used £1.5m BHS loan to pay off family mortgage ,['corporate governance'],governance
